"first_pickup_date","pickup_city","pickup_state_code","pickup_zip","dropoff_city","dropoff_state_code","dropoff_zip","price_carrier_total","vehicles","ship_via_id","vehicle_runs"
"2025-03-28","Aubrey","TX","76227","Milwaukee","WI","53225","500","[{""plate"":"""",""plate_state_code"":"""",""vin"":"""",""lot_number"":"""",""color"":"""",""year"":""2016"",""model"":""Impala"",""make"":""C"",""type"":""Car"",""recommended_price"":""0"",""deposit"":""100"",""total"":""600"",""id"":""099041e5_51f7_d8f7_919d_9e30bdc419f1""}]","1","1"
"2025-03-24","West Fargo","ND","58078","Mcdonough","GA","30253","900","[{""plate"":"""",""plate_state_code"":"""",""vin"":"""",""lot_number"":"""",""color"":"""",""year"":""2018"",""model"":""Cx 9"",""make"":""Mazda"",""type"":""SUV"",""recommended_price"":""0"",""deposit"":""100"",""total"":""1000"",""id"":""8fc3458f_ec79_3459_0870_fbee32eee3af""}]","1","1"
"2025-03-25","Hot Springs National Park","AR","71901","Toms River","NJ","08755","750","[{""plate"":"""",""plate_state_code"":"""",""vin"":"""",""lot_number"":"""",""color"":"""",""year"":""2023"",""model"":""Defender "",""make"":""Land Rover"",""type"":""SUV"",""recommended_price"":""0"",""deposit"":""0"",""total"":""800"",""id"":""a1b8cd61_d583_aeef_1314_258fda4816d6""}]","1","1"
"2025-04-03","Spartanburg","SC","29301","Odenton","MD","21113","475","[{""id"":""0"",""year"":""2024"",""model"":""Maverick"",""make"":""Ford"",""type"":""Pickup"",""recommended_price"":""0.00"",""deposit"":""100"",""total"":""575"",""vin"":""3FTTW8J94RRA78401"",""lot_number"":""81499984""}]","1","1"
